ID,ra,dec,Tmag
370250994,64.033844,-78.02207,9.6002
280910395,102.418205,-78.08997,7.4244
388202236,100.28125,-78.10253,7.6352
261377762,93.32498,-78.231064,8.8377
261104858,83.1278,-78.27685,9.9519
261258167,90.20505,-78.32025,9.5994
261263303,91.32953,-78.310715,9.9464
261263316,90.81191,-78.33576,9.8214
261417457,95.42047,-78.267006,9.9649
261260767,90.25969,-78.23561,7.7838
261260802,90.598915,-78.311676,9.3373
280867840,101.337746,-78.13712,9.5736
392011927,85.53945,-78.435394,9.8629
270395773,95.483765,-78.479675,9.6095
261332909,92.44193,-78.427986,9.9812
270395564,95.7825,-78.17959,8.3363
261059390,80.53569,-78.367096,9.9089
261061638,81.05308,-78.321045,9.8646
391948979,79.32695,-78.44629,6.9566
391949122,79.26827,-78.803825,7.9601
261105096,82.688736,-78.78421,8.7746
261138192,84.37558,-78.54436,9.7722
261087641,81.93904,-78.09412,8.8519
260967812,74.62784,-78.18609,7.8885
261136000,83.9008,-78.82087,6.0415
261107147,83.245926,-78.2768,9.4044
261207550,88.03299,-78.58774,6.7294
261399220,94.59953,-78.13665,7.7358
261399435,94.576355,-78.529236,9.0454
260947689,73.2602,-78.40168,7.9048
261061538,81.34041,-78.1386,8.2489
391950855,80.10765,-78.1561,9.8709
261207605,88.36037,-78.70395,9.8554
394700706,64.77476,-78.03887,6.7971
261138244,84.43112,-78.64531,8.7105
261138245,84.66873,-78.64788,8.0893
392012013,85.31072,-78.631355,7.8858
261260905,90.72661,-78.52073,8.2074
261260849,90.27579,-78.40129,9.7739
261154649,86.42043,-78.38308,9.2453
261396829,94.05021,-78.38194,9.1329
261396852,94.27925,-78.43672,9.1553
260949928,73.84969,-78.632835,7.4089
261107387,83.69358,-78.79917,8.2919
261263449,91.15801,-78.55932,6.5119
260984829,76.238914,-78.240265,9.2867
261263337,91.14709,-78.369644,9.3364
260947637,73.09097,-78.27097,8.797
261061800,81.17495,-78.67693,8.9819
392013866,85.95635,-78.05278,9.1211
376986902,77.79439,-78.32877,9.6959
269857621,71.004135,-78.02155,8.5195
261105004,82.99784,-78.62101,9.5297
377017226,78.31254,-78.21846,9.9983
261104864,82.986595,-78.29075,9.7274
376987081,77.55717,-78.77655,9.6697
269855479,70.72072,-78.18036,8.927
269855505,70.53381,-78.22597,9.776
261237085,88.75231,-78.33931,9.5659
376984837,76.85621,-78.270454,9.9607
391950885,80.23569,-78.21274,9.1748
261154865,86.42806,-78.80006,9.7566
261237283,88.71591,-78.73092,9.6192
319259175,71.84407,-78.51614,8.3732
261258146,89.74564,-78.28209,9.1142
260984889,76.60917,-78.4086,8.0481
391950849,79.98756,-78.14173,9.0086
377017255,78.403114,-78.30911,9.8242
260972290,75.42348,-78.18313,6.8002
261059311,80.47371,-78.157,9.5292
261090191,82.42774,-78.426155,9.5222
269794986,68.23688,-78.12815,5.3187
392009788,80.02141,-78.31851,9.9107
319259194,71.65043,-78.56162,9.5298
391948920,79.24882,-78.28897,9.57917
261059375,80.44236,-78.31988,9.0415
261061652,81.14773,-78.344284,8.2397
260949692,73.31462,-78.14581,8.0383
269849928,69.76174,-78.09585,9.9702
269795003,68.17405,-78.175316,9.9734
376985024,77.01851,-78.76919,7.4748
269795090,68.26127,-78.36993,8.9346
269794975,68.57182,-78.10278,9.9556
269765059,67.481606,-78.24224,9.1215
260949662,73.85925,-78.07319,9.2314
261417533,95.25004,-78.41221,7.7962
391948885,79.634315,-78.21987,9.3047
269741149,65.981316,-78.04014,9.3883
260982628,76.071785,-78.20382,9.6514
260982682,76.1116,-78.31342,8.4474
260891484,72.3092,-78.54051,8.6677
260891299,72.3081,-78.120895,8.2287
260967953,74.8522,-78.34748,9.7591
260972404,75.055145,-78.30002,4.8855
650124803,53.07406,-76.79998,9.9134
650124675,53.53714,-76.8803,8.5794
764565595,102.294205,-76.76476,9.9433
764555949,107.331184,-77.0678,9.078
314864345,53.07406,-76.79998,9.9134
314867060,53.53714,-76.8803,8.5794
177256821,102.294205,-76.76476,9.9433
358176241,107.331184,-77.0678,9.078
140899617,77.066154,-76.74843,8.278
141829826,93.30213,-76.62528,9.364
140898436,76.68509,-77.33015,8.9297
140898575,76.64867,-77.56745,6.6979
140898704,76.79343,-77.781364,9.8
272284732,118.11317,-76.24848,9.0854
272284880,118.10143,-76.00781,9.431
271903095,113.61215,-76.31195,9.6448
272089457,115.630295,-76.217766,8.2383
271902732,113.43481,-77.00992,9.9307
271642892,109.37169,-76.20076,8.861
271889128,112.73419,-76.359146,9.665
271643418,109.18359,-77.34316,9.0349
391925045,107.44797,-77.37621,7.7161
391925338,107.54692,-76.61794,8.2574
391925033,107.82628,-77.409035,8.4499
391925508,107.600945,-76.1833,9.1044
391925156,107.61057,-77.02798,9.2522
272319734,119.03691,-76.06705,9.4485
272003455,115.030655,-76.17452,9.8322
271972939,114.090294,-76.32178,9.8355
271598242,108.85215,-77.029495,7.9444
272003260,114.959465,-76.46146,9.65
272131069,116.45541,-76.35069,9.0055
272282702,117.875374,-76.253365,9.3516
272194734,116.957565,-76.14109,7.7361
271887753,112.31899,-76.815895,9.9361
272186429,116.53098,-76.11887,9.4001
272186404,116.824135,-76.16322,9.7578
272186492,116.748085,-76.02459,9.7566
271806040,111.379135,-77.18643,7.8352
271805965,111.62216,-77.05674,9.3335
271800108,111.54064,-76.66976,8.907
177286531,102.84123,-76.63176,9.5898
177286278,102.87258,-77.13131,9.5423
177286026,102.78278,-77.67435,7.3859
177286275,102.89932,-77.13456,8.9878
271698614,109.98364,-76.692314,8.0867
271698660,109.89941,-76.80248,9.5977
271698336,110.14679,-76.15886,8.8061
271903189,113.48719,-76.17485,8.9214
370234343,105.1699,-77.1549,9.1663
388182507,105.84798,-76.081116,9.7344
271726703,110.67302,-76.4256,9.5949
271974655,114.37256,-76.485855,9.2098
271974805,114.39012,-76.211784,9.8895
271974753,114.39034,-76.294044,9.8458
271974436,114.239975,-76.83317,9.9235
142108949,99.42388,-77.53856,4.761
271721273,110.21632,-76.31025,9.9474
142109251,99.19145,-76.80263,8.0438
142109390,99.407875,-76.5143,9.1134
142146835,100.20942,-77.57926,8.4793
142147297,100.25393,-76.542244,9.2346
391948187,108.06424,-76.46223,9.0531
391948281,107.92479,-76.68467,9.4798
391948057,107.91024,-76.19171,9.0895
271597672,108.54156,-77.56343,8.1258
271597463,108.493904,-77.099205,9.928
142053145,97.65271,-76.20123,6.6265
142053091,97.78125,-76.29201,9.8456
142051633,97.53256,-76.44245,8.8062
391925413,107.63853,-76.42936,9.9804
142052826,97.661156,-76.85157,9.8562
176875517,101.02291,-76.40821,8.351
176876211,100.91001,-77.94536,9.8211
176875632,100.81531,-76.700935,9.2526
176875890,101.10879,-77.24574,8.262
142085842,98.51045,-77.6877,6.191
141627800,89.71316,-77.60047,7.6571
141708745,90.89949,-77.72825,9.5564
141708778,90.58023,-77.665695,9.7413
141708918,90.828926,-77.27753,8.8848
141708546,90.360535,-77.72328,8.9569
177311244,103.55097,-77.506516,8.53
177311830,103.70909,-76.26606,9.0836
177311137,103.51478,-77.780754,7.3932
177311138,103.50416,-77.78012,9.5512
177352566,104.246704,-76.643196,7.9917
271901346,113.30972,-76.19877,8.7291
176875333,101.08435,-76.03515,9.7668
141707945,90.213684,-76.43637,7.8874
141610781,89.153046,-77.17596,8.7955
141771483,92.490135,-76.25561,8.9286
177240715,101.4844,-76.827255,8.1279
272003288,115.13292,-76.425964,8.6391
391924088,106.9278,-76.04921,6.3892
271597127,108.382256,-76.394775,8.7931
271597650,108.57463,-77.510506,9.1424
391924128,106.72527,-76.12557,9.5952
272003167,115.11308,-76.6154,9.4802
177310659,103.22278,-77.04327,8.8194
177255758,101.87008,-76.85148,6.2289
271575759,106.17596,-76.40015,9.9958
177255752,101.88982,-76.84739,9.7903
142108194,99.04655,-76.55048,9.0723
142146533,99.63902,-77.55558,9.682
142051480,97.27619,-76.12804,8.2711
142051643,97.41306,-76.45921,9.4359
142108898,99.26252,-77.679276,7.7411
142146492,99.74459,-77.464806,8.7051
141628131,89.918076,-77.46498,9.1739
142051786,97.38744,-76.780174,8.7747
176870745,100.72046,-76.21799,9.9152
142109353,99.56229,-76.58535,9.3525
177240380,101.32134,-77.466125,9.6901
177240501,101.365395,-77.22928,9.0744
177240587,101.203026,-77.05296,9.5779
142146546,99.93992,-77.58407,8.9514
364588606,85.06783,-76.38616,9.7374
142146051,99.673904,-76.514145,9.5291
142109185,99.43396,-76.92688,8.7672
142109283,99.429985,-76.74484,9.5927
142085192,98.21839,-76.788506,9.7457
141543831,87.968506,-76.5819,9.5962
177389261,104.83118,-76.708626,9.3166
177285749,102.68514,-77.61428,9.695
271973322,113.74384,-76.96321,7.6743
177285682,102.62036,-77.45293,8.602
391902278,106.54814,-77.69091,9.9096
271807032,111.89208,-76.78326,8.4764
271807116,111.917076,-76.62651,9.904
176870728,100.403946,-76.24748,9.855
271576149,105.98576,-77.220314,9.9133
141865875,93.80231,-77.052376,7.6885
141811463,92.83701,-77.51219,8.7814
141121236,80.2109,-77.92032,8.4363
141822625,93.17271,-76.770065,9.7882
141435705,84.88531,-76.03307,9.343
141811469,92.59223,-77.549194,9.7103
142086149,98.70159,-76.997116,7.7256
142086091,98.60002,-77.12058,9.1445
177257042,101.9596,-76.29853,9.8421
177256832,102.10937,-76.73571,9.5188
141280442,82.89958,-76.9693,8.8578
141811912,92.93698,-77.35657,7.2681
141811945,92.976654,-77.268715,9.9684
141822527,93.02281,-76.98404,7.9113
141811921,93.12851,-77.332466,9.3261
141611276,89.02257,-76.08832,8.3874
142017826,97.18769,-76.09523,9.381
141610486,88.86256,-77.88958,8.5581
141544883,88.56523,-76.80098,9.8053
141810872,92.721214,-76.24719,9.0084
141479310,86.65349,-76.169876,8.5881
141544657,88.254036,-77.31221,8.9364
141866268,93.84323,-76.200554,6.9094
141822868,93.14983,-76.27124,8.6804
141822908,93.17661,-76.19315,9.9637
33877572,66.16383,-76.15825,7.9884
141121509,79.99309,-77.07962,8.6079
141770496,92.06771,-77.4053,7.8444
141414217,84.35204,-76.675865,8.9829
141435818,84.72393,-76.30243,9.2352
33877534,66.04052,-76.28033,9.7403
141770592,92.09982,-77.65352,9.7693
271794326,111.20143,-76.01606,9.5684
141709215,90.5858,-76.60192,9.5176
141187010,81.61364,-77.72374,9.064
141754313,91.32677,-76.85353,9.5409
364588501,85.402466,-76.07281,9.2016
141770198,91.87543,-76.6909,8.1676
141770299,91.85841,-76.92691,9.0503
140967666,77.33319,-77.44367,9.8465
141526866,87.02521,-77.37567,7.1809
141770438,91.83703,-77.27135,9.3906
141770583,91.92597,-77.63356,8.796
141771105,92.202736,-77.029106,7.7982
140967447,77.33942,-76.84846,6.3396
33910256,66.41212,-77.642136,9.594
33735051,62.180195,-76.60761,7.5829
140635238,71.88346,-76.11663,9.5458
141754402,91.17597,-77.06564,9.5254
141754701,91.24116,-77.81101,9.6698
141754906,91.45721,-77.62027,9.89
141755020,91.46516,-77.37031,9.5967
141755414,91.38312,-76.40274,9.6779
141526547,87.12661,-76.54338,8.1289
141473594,86.28189,-77.18535,8.4406
141609717,88.88735,-76.01907,7.7966
141909987,94.25179,-77.10299,7.5686
141186636,81.51327,-77.078384,9.7277
141280973,83.26614,-76.76749,9.1036
141333640,83.807205,-77.54373,9.7107
141527349,87.79425,-77.19229,8.9179
141909992,94.141304,-77.11993,9.0882
33910266,66.23187,-77.68392,7.7206
