ID,ra,dec,Tmag
388203160,100.61769,-80.05917,7.9766
764459063,100.61769,-80.05917,7.9766
261334578,92.287865,-80.11327,9.1527
261329513,91.7928,-80.17432,9.3796
278479217,120.38198,-80.15734,9.6848
278519532,120.85372,-80.18526,9.584
278519524,120.561485,-80.16936,9.9882
278475963,119.84626,-80.03011,9.3453
287155449,118.09563,-80.38027,9.6343
302989494,119.184906,-80.99293,9.5382
278409642,116.25491,-80.186356,9.7171
278409834,115.88563,-80.6524,9.1737
278409850,116.277115,-80.67953,9.1475
278476431,119.79901,-81.01096,9.6651
278476656,119.463585,-81.454094,9.4959
278476658,119.63518,-81.45781,8.803
278479405,120.43938,-80.536934,9.2697
278270310,112.36842,-80.445274,9.0862
278330262,114.52697,-80.78053,9.2815
278416061,117.4479,-81.20474,6.774
278200024,110.834236,-80.789925,9.4312
278199697,111.12954,-80.18537,8.7794
262720865,118.70137,-81.02308,9.1144
278270718,112.0167,-81.24445,9.4315
278270821,111.98229,-81.41565,8.0305
278267347,111.78754,-80.82401,8.5827
278178952,108.42479,-80.76111,7.8028
278179201,108.46214,-81.242134,9.1826
278415943,117.4134,-80.92023,6.8753
278415582,117.56843,-80.16938,8.0929
278416174,117.09891,-81.45028,9.2841
278182118,109.04964,-81.21632,8.7873
278082726,107.36419,-80.50912,8.9942
278327296,113.94841,-81.06874,9.8832
278137090,107.61548,-80.67493,8.8354
270558473,100.01205,-80.81359,5.4115
280911834,101.91679,-81.065636,5.9196
280911388,102.00812,-80.111,9.9418
280911644,101.98311,-80.64085,9.6223
388235573,110.38039,-80.920586,9.7744
278294576,113.45577,-80.15182,8.7711
278288640,112.85001,-80.9529,8.6322
278079956,107.04734,-80.71462,9.8885
278179191,108.74046,-81.22299,8.2295
270507871,98.91628,-80.84823,8.6858
270507908,98.49692,-80.92723,8.2004
280866498,101.21511,-81.00965,7.8842
278295352,113.3782,-80.823204,9.3562
388235743,110.30724,-81.25942,9.516
280869160,101.31505,-80.99386,9.1777
270425221,95.975395,-80.43017,9.1596
388203253,100.19798,-80.27353,9.9004
388235802,110.44065,-81.3876,9.6394
280868770,101.70966,-80.13259,9.6449
278080030,106.950836,-80.87057,8.3771
261397897,94.13029,-80.61338,9.9996
280911649,102.36252,-80.65177,9.4442
278024624,104.81524,-80.78369,8.1384
278053479,105.65639,-80.88099,8.8768
261397857,93.73148,-80.55564,9.896
270475804,97.58499,-80.842766,8.8857
270475751,97.31864,-80.721176,9.9828
277982904,103.92707,-80.83799,6.5349
277982674,103.756226,-80.33721,8.601
277983023,103.67541,-81.10091,7.1739
270475673,97.25302,-80.538734,8.4431
270475697,97.39513,-80.59261,8.4697
270504910,98.35552,-80.449814,9.2815
388203195,100.32822,-80.12517,8.8476
277982996,103.75524,-81.0335,9.1312
278077329,106.23492,-81.17114,8.0683
278326788,114.035095,-80.086334,9.9364
261237964,89.00973,-80.110565,8.1668
270558485,99.968,-80.83241,9.0499
261376231,92.573555,-80.22405,9.8456
280914121,102.627785,-80.13573,7.2402
280914553,102.6957,-81.02654,9.0844
270555729,99.372986,-80.987236,9.1861
280868728,101.66789,-80.051834,9.7769
261329373,91.61681,-80.05946,9.7782
261329743,91.585266,-80.41975,9.0214
261329420,91.43732,-80.08818,9.6926
261400453,94.516624,-80.57688,9.1358
261235372,88.44878,-80.11067,9.1373
261378866,93.26459,-80.30959,8.5448
278288078,112.892975,-80.46433,9.0547
764522865,104.59098,-79.177956,9.6499
764522863,104.59312,-79.17828,9.9226
278020750,104.59098,-79.177956,9.6499
278411617,116.68996,-78.41485,8.352
278477960,120.490906,-78.309654,8.7549
278478139,119.9822,-78.55923,8.8454
278478653,120.42945,-79.29425,9.3157
278479052,120.17837,-79.86074,8.7435
