ID,ra,dec,Tmag
367739627,250.52399,80.51019,9.5743
367754232,255.76234,80.67333,9.43101
367737979,249.88002,80.34111,9.8426
159439069,242.12737,80.1749,9.6691
288238420,224.09828,80.176056,9.2469
159312453,230.35878,80.46619,8.4974
159290625,228.70158,80.25834,7.3196
159331791,232.21187,80.61411,8.426
159290668,229.03816,80.42271,7.9428
159313781,231.05608,80.53797,9.207
159298634,229.86995,80.11912,9.8921
288161226,221.04063,80.06776,8.7901
159439175,242.20146,80.70388,7.99216
159345264,236.07033,80.517784,9.9615
288268410,259.90463,80.1364,4.38512
288383205,266.12723,80.093025,9.3126
159417834,240.15283,80.6278,6.65947
159330312,231.48102,80.266045,9.5513
159243627,227.24852,80.208565,6.86
159331746,232.29662,80.4486,6.0256
159331748,232.34831,80.45027,6.6257
159453129,243.07802,80.560844,9.93631
288266911,259.08087,80.16595,8.9908
159398494,237.809,80.46876,9.736
159510109,247.53519,80.30748,8.8523
159454620,243.35023,80.570404,9.9561
159414936,238.61153,80.63938,8.40491
159414989,238.89253,80.83961,8.24981
159511706,247.80334,80.4039,9.6408
159345168,235.75658,80.12294,7.77885
159501366,245.78906,80.351364,6.89306
159510059,247.20183,80.13447,8.3101
159510089,247.50108,80.25506,9.5734
159466257,245.0581,80.042595,8.75104
159510088,247.40802,80.25409,9.47308
159454687,243.54091,80.82315,9.7267
159437749,241.52719,80.74636,9.9665
235710574,252.11084,80.4156,9.66825
159313727,231.06992,80.230225,9.87043
328998533,249.31638,80.447624,9.3046
235718029,254.89275,80.54913,9.0337
235716445,254.3995,80.256485,9.29958
159510070,247.27914,80.17318,8.3009
237107259,256.84433,80.14417,9.54999
159416292,239.14488,80.3125,9.31651
159416266,239.17126,80.23505,8.4696
159501461,245.57274,80.725426,8.7778
159417870,239.70116,80.77456,9.0887
235711961,252.51045,80.00384,9.8292
235710495,251.83856,80.11787,7.11428
235712125,252.5346,80.67219,9.39
235716527,254.64673,80.53523,9.4338
159335867,234.21172,80.26841,9.6204
159335944,234.20212,80.614494,6.04928
159335908,234.23557,80.43589,9.8496
159335927,234.02762,80.52291,9.0656
235714953,253.65938,80.2879,9.0358
159290616,228.76088,80.217964,9.4328
237105703,256.3369,80.00467,9.8036
235715006,253.76587,80.51007,9.71966
159346626,236.14508,80.04067,8.8343
159511613,248.19699,80.0817,7.8573
159511741,248.14505,80.545555,9.4679
1102670625,226.60167,80.01976,7.5746
1102658110,239.9201,80.067314,8.0207
159419119,240.60573,80.41288,8.8881
159240585,226.60167,80.01976,7.5746
