ID,ra,dec,Tmag
306426823,32.91177,21.818947,6.3863
246931971,33.941257,21.838406,8.1313
306448928,33.04536,21.53066,9.85532
246938112,34.355602,21.503801,9.394
306450964,33.075115,21.982674,7.7439
246938087,34.343243,21.606956,9.83871
306484631,33.18034,21.876053,9.7302
306488019,33.533394,21.49646,9.2634
306487888,33.53197,21.933363,9.0563
246933749,33.950695,21.336882,9.87311
246936896,34.279743,21.56681,8.4625
246936986,34.268814,21.904129,9.49251
246941134,34.64357,21.897549,7.33371
306486578,33.409275,21.398819,9.75612
246964730,35.015686,21.88089,9.86741
246942971,34.75101,21.874622,9.8994
246942978,34.753014,21.904728,7.4467
306484795,33.200356,21.210995,4.7868
306514727,33.656033,21.356346,9.14895
620292012,33.064217,23.958204,7.2471
306451533,33.064217,23.958204,7.2471
306447760,32.84738,22.453175,8.865
247400309,41.47161,23.77605,9.083
620292015,33.064407,23.957216,8.6543
247012698,37.26709,23.517078,8.903
306349516,31.793406,23.462332,0.793
61017942,38.023396,22.82717,8.10955
61010591,37.781136,23.72261,7.9884
61017485,38.094593,23.661762,9.3303
61017770,38.125732,23.15377,7.0445
118339908,36.906868,23.988422,8.9467
61085432,39.24563,23.621912,9.3718
436852205,40.817516,23.92365,9.46555
61085389,39.27071,23.455568,9.503
436852209,40.8158,23.907877,9.76676
22944749,39.947083,23.88825,7.6838
247017590,38.619793,23.501038,7.32843
247020538,38.852673,23.862597,8.2736
61016954,37.893116,23.400652,8.5801
22900249,39.531815,23.913128,9.3117
247043672,39.04529,23.992626,9.6576
247020248,38.66361,22.967873,8.1738
61017887,38.071995,22.901993,9.7262
247017528,38.563255,23.736044,9.83249
247043633,38.974857,23.788565,9.4923
246978042,36.20854,23.300875,8.4112
246981342,36.375114,22.748837,9.3391
247003122,36.49714,22.758696,9.8698
246981485,36.44312,22.179136,8.179
247003756,36.744556,22.878735,7.0086
247006268,36.815178,22.597921,8.9579
246977458,36.009327,22.45126,8.741
246977696,36.020935,23.27651,9.9952
246980771,36.344604,23.06499,9.6035
246980983,36.282486,23.779564,9.737
247003523,36.702972,23.738543,9.4262
247006824,36.887367,23.148998,9.786
246978078,36.221073,23.159918,9.51697
246978261,36.16569,22.433857,7.9456
246981076,36.433025,23.760855,9.83073
246981220,36.481792,23.194227,9.50971
247003085,36.620895,22.574375,9.33994
247003850,36.67855,22.551424,9.56957
246981007,36.25766,23.817356,8.96637
247006345,36.80154,22.903492,9.40303
246977661,36.098934,23.158556,9.89522
247003373,36.597363,23.63235,9.6124
246968284,35.310375,23.426605,4.7963
247400404,41.47165,23.777372,9.9887
426150762,39.91826,23.589235,8.4984
247009704,37.200413,23.87053,8.2841
247009492,37.051483,23.309952,8.8099
247009442,37.07277,23.129622,9.6417
426150563,39.757153,23.562666,8.9593
247043816,39.15952,23.363047,9.5398
61010537,37.85936,23.810123,9.59
306424074,32.726803,23.79916,6.91913
306487379,33.504395,23.697731,8.6845
306401903,32.396397,23.218912,7.09543
426419020,40.271576,23.619816,7.9043
246974364,35.79385,22.992935,8.4447
306401688,32.364487,22.417994,8.5704
247013100,37.42876,23.133066,9.8373
246974135,35.7515,22.274937,8.4561
246974468,35.829487,23.292864,8.89807
247015794,37.589592,23.294188,8.96891
247012494,37.280598,22.86809,8.6349
246974287,35.84424,22.741282,9.2858
247012822,37.367775,23.880222,9.814
426154032,40.01764,23.872225,9.6786
247012680,37.30701,23.469025,6.087
247012493,37.279224,22.86707,9.922
306424340,32.741085,22.925537,9.07204
246931893,33.9213,22.08486,8.0587
61016509,37.96564,22.741571,9.3914
5644030,32.565956,23.995367,9.5541
5614832,32.058674,23.936636,7.07673
306487481,33.437344,23.36732,8.5283
5636984,32.243195,23.983746,9.8647
246974929,35.94927,23.06147,9.8135
246968813,35.441845,22.310123,9.3281
246971220,35.527584,22.87359,5.81501
238343062,39.529343,23.282537,9.967
246967999,35.282997,22.399748,8.6628
246971446,35.513763,23.616297,9.84689
246975020,35.874798,22.732014,7.88872
