ID,ra,dec,Tmag
1984755715,301.9341,1.1197375,8.1044
1984707689,300.21988,0.4708895,9.6953
1984825571,301.48972,1.8807427,9.9552
1984939625,303.14603,0.866379,6.99417
1984939641,303.14636,0.8670492,6.87584
1984077011,305.10754,0.33956286,8.7362
1985134308,301.5314,1.9898835,9.5911
1985134299,301.53174,1.9899641,9.4203
1984730153,300.89536,0.608788,9.8112
214004891,293.95828,0.627899,8.909
1984911913,303.79242,0.9245499,9.6861
1984959237,303.34555,1.4717946,8.3762
10001320541,286.3096,1.904272,8.938
10001320567,287.80423,1.033939,9.516
1984000650,307.91776,0.29115874,8.2655
1984120681,307.6302,1.3399991,8.4258
345405387,300.89536,0.608788,9.8112
345932545,301.53174,1.9899641,9.4203
346043886,301.9341,1.1197375,8.1044
345932747,301.48972,1.8807427,9.9552
346165278,303.79242,0.9245499,9.6861
387765486,303.14636,0.8670492,6.87584
375768690,307.91776,0.29115874,8.2655
375646850,307.6302,1.3399991,8.4258
421607523,300.21988,0.4708895,9.6953
398977053,299.54974,1.359946,9.6497
405096303,305.10754,0.33956286,8.7362
404500449,303.34555,1.4717946,8.3762
1894555525,294.59042,0.345485,7.1002
1894843044,295.62564,1.2414016,9.8507
1894344837,295.9103,0.3233506,8.3472
114568093,290.71094,1.359385,9.826
1894672595,294.39224,0.49283844,9.3839
1894835328,295.8689,1.1991621,8.6572
1895191443,298.40286,1.9142979,9.8687
1895222746,299.54974,1.359946,9.6497
94026376,294.39224,0.49283844,9.3839
1781299179,285.89096,0.30758676,7.0893
94028654,294.59042,0.345485,7.1002
95580622,295.8689,1.1991621,8.6572
212971112,293.58182,0.354285,7.665
95321770,295.62564,1.2414016,9.8507
182495553,288.6082,0.887766,8.225
95583337,295.9103,0.3233506,8.3472
111096439,298.40286,1.9142979,9.8687
1778770060,288.99777,0.781903,9.7411
177291659,285.89096,0.30758676,7.0893
175231252,288.99777,0.781903,9.7411
419141185,306.1293,0.00527643,8.4905
213597785,293.72668,0.10736674,7.96583
213598659,293.74396,0.6273234,7.7682
213599969,293.70636,1.2564329,9.52924
213613645,293.78873,0.18103908,9.86503
213601073,293.7826,1.9708698,9.2052
213599555,293.731,1.1230909,9.2332
213613516,293.78732,0.052854527,8.3536
244126343,304.75256,0.007527596,8.4992
175755608,289.21893,0.34999308,9.1037
95406145,295.7341,1.0498312,9.1899
95409576,295.70898,1.53126,7.0628
95410014,295.778,1.5928382,8.7605
95407563,295.717,1.2423899,7.9397
95410380,295.77628,1.6381977,9.7281
95407625,295.72037,1.2500117,9.30589
176832410,289.44122,1.5524727,9.991
176830802,289.42682,0.55472904,9.4012
176831739,289.34372,1.3238277,9.763
176830653,289.4055,0.49929103,9.6763
345211701,300.62335,1.8101622,9.3374
345208194,300.64105,0.94692814,8.7651
345208583,300.64044,1.0376801,9.3196
345210461,300.7174,1.5130322,9.733
345206322,300.66788,0.47179374,9.1988
345206515,300.62515,0.5190965,9.77936
419223799,308.88715,0.73236614,6.5397
375645864,307.65848,0.4764937,8.6105
388003355,306.93964,1.7665374,9.8663
419225914,309.21246,1.4441732,7.9627
375989866,308.54694,1.9696342,9.2111
375574079,307.32922,1.532888,9.9057
375574267,307.2225,1.366013,9.9324
419223228,308.78912,1.3359123,7.8697
419224059,308.87146,0.4472117,8.2482
404684747,309.12512,1.8372527,9.5039
419224807,309.1409,0.28969038,7.65559
419225995,309.1783,1.5400952,8.95812
419226142,309.15292,1.6799151,9.8147
419223906,308.81442,0.6238639,9.7624
419225194,309.2373,0.69174045,8.4434
375822170,308.17178,0.28013214,9.2714
466729215,309.6096,0.4550479,9.4389
466729865,309.51285,1.062356,9.1518
