ID,ra,dec,Tmag
84335174,58.006443,27.977928,7.8489
35203741,57.61707,27.668304,7.90742
35158219,57.134857,27.932316,9.7597
35158178,57.21716,27.862473,9.7832
35203641,57.551468,27.859413,9.29034
35203627,57.625164,27.893768,9.79475
35153975,57.014214,27.98777,9.5667
35154025,57.100864,27.898287,8.6391
35154066,57.021664,27.815704,8.63919
84335256,57.97728,27.860172,9.4252
84332928,57.881157,27.670828,8.8788
84332888,57.817776,27.599983,9.66265
407928429,58.404274,27.993214,9.49548
149858375,58.754593,27.816427,8.7175
149858429,58.81885,27.918798,9.9377
149983154,59.564106,27.947762,8.6021
35201303,57.425854,27.816738,7.8353
641613727,58.74936,28.187962,7.4325
641645232,57.541477,29.644266,7.71347
149858588,58.74936,28.187962,7.4325
58323940,65.13742,29.897804,9.24
35202656,57.541477,29.644266,7.71347
56358419,62.285686,28.642895,7.716
641619683,59.940086,28.805384,9.8561
268328845,68.127464,29.79489,8.908
267945215,66.62344,29.456419,9.5136
22993881,60.036392,29.710836,7.4103
22992606,60.077244,28.851147,9.8571
22993665,60.03644,29.581392,8.19233
23084072,60.765106,28.856934,8.0667
23084373,60.7931,28.590683,6.8628
23084507,60.745556,28.455849,8.2892
23081365,60.638947,28.4976,8.2187
150054819,69.731926,29.707695,9.7394
150177696,70.595856,29.874313,8.8624
408520902,69.53185,29.975468,9.2696
56456323,62.950504,29.390402,7.1567
56395016,62.485573,28.769203,8.6407
125755430,59.877937,29.437895,9.5768
125755555,59.85426,29.207897,8.3446
385592701,58.09741,28.533327,8.9772
56625157,63.591877,28.708145,7.2818
268401737,68.268814,29.779406,9.8812
446025520,71.2489,29.95161,9.95667
268401735,68.27518,29.778137,9.6783
268146613,67.4239,29.701235,9.9567
58430127,65.43624,29.62371,9.4916
58429768,65.26543,29.879734,8.897
58430178,65.35861,29.569727,9.35066
58430265,65.4594,29.485132,9.1243
268286319,67.93583,29.586979,9.6163
149984123,59.501198,29.364517,8.4819
348801961,61.281548,28.353842,9.5287
348865314,61.23486,29.554316,8.2911
171164415,68.031715,29.902966,8.5046
58603577,66.025276,29.384691,8.7179
35119158,57.087585,29.200895,9.9263
84333365,57.832542,28.51449,9.8465
35153565,57.079018,28.78597,9.76563
35153676,57.00184,28.597662,9.0052
84333679,57.791653,29.107378,9.3838
58429659,65.31064,29.776688,9.8259
56657970,63.917973,29.569542,8.3506
149978296,59.412136,28.098904,8.2084
23051888,60.299316,28.287945,9.5628
149978107,59.455906,28.386864,9.0994
149978117,59.473553,28.376265,8.2997
149978133,59.37257,28.35952,9.6626
56551184,63.351875,29.122917,5.226
267945244,66.543106,29.441729,9.2728
23052028,60.357983,28.501892,6.93149
23052003,60.308952,28.462383,9.62769
267945563,66.62926,29.26263,9.095
385593382,58.148884,29.517853,9.8922
385556115,56.459354,29.249428,7.76668
385592993,58.094418,28.9598,9.6031
56515920,63.15934,29.618982,7.8467
286624280,66.407196,29.946617,9.4854
286624305,66.39345,29.878286,9.6694
385555951,56.442013,29.48932,9.2402
348866010,61.373215,29.299252,9.3132
427739549,59.660378,28.217144,9.9551
35203326,57.56594,28.445501,7.6236
149926648,59.262936,29.073694,9.7685
149926657,59.317944,29.096653,9.6109
149977244,59.378033,29.670818,9.8503
149977341,59.456787,29.54598,7.9806
149977436,59.466618,29.403118,9.141
58468422,65.49242,29.27038,9.636
56626609,63.724407,29.311155,9.92465
407941178,61.06949,29.626667,9.635
348866454,61.475124,28.570597,8.9074
407940854,60.96178,29.197716,7.4558
407941293,61.086735,29.759916,8.99162
348866559,61.413235,28.395374,8.95361
348953448,62.014378,29.15497,9.4664
348767049,58.65361,28.570818,9.4908
348953123,61.912796,29.61677,8.2357
268285646,67.76463,29.571733,9.9887
149904996,58.877678,28.07063,9.5649
149910089,59.07951,28.99981,9.7896
268286120,67.880516,29.80446,9.8828
149904880,58.906654,28.263224,9.96669
149904640,58.83689,28.611107,9.07277
149904939,58.951767,28.175888,8.72092
268286024,67.90066,29.927074,7.98598
268515421,68.81189,29.738894,6.15582
56456296,62.929573,29.417635,9.6972
56455642,62.788147,29.62915,9.5269
56455975,62.90854,29.830175,7.4861
56455672,62.72913,29.670187,9.5609
84335155,57.999287,28.014622,8.5209
56396689,62.61268,28.751574,9.7113
58287500,64.831604,29.557371,9.1666
